g1.t1	ENSP00000497018.1
g4142.t1	ENSP00000375633.2
g4143.t1	ENSP00000496690.1
g4144.t1	ENSP00000240304.1
g4146.t1	ENSP00000352140.4
g4147.t1	ENSP00000220509.5
g4149.t1	ENSP00000265260.3
g415.t1	ENSP00000446816.1
g4150.t1	ENSP00000496643.1
g4151.t1	ENSP00000435927.2
g4152.t1	ENSP00000354652.2
g4154.t1	ENSP00000361290.4
g4156.t1	ENSP00000482112.2
g4157.t1	ENSP00000362936.3
g4158.t1	ENSP00000229340.5
g4159.t1	ENSP00000344855.3
g416.t1	ENSP00000431876.1
g4160.t1	ENSP00000360296.3
g4163.t1	ENSP00000457777.1
g4164.t1	ENSP00000491066.1
g4165.t1	ENSP00000357920.4
g4166.t1	ENSP00000346635.5
g4167.t1	ENSP00000435376.1
g4168.t1	ENSP00000320768.4
g4169.t1	ENSP00000434798.1
g417.t1	ENSP00000360966.4
g4171.t1	ENSP00000479828.1
g4174.t1	ENSP00000361158.3
g4175.t1	ENSP00000434159.1
g4176.t1	ENSP00000344095.3
g4177.t1	ENSP00000358943.2
g4182.t1	ENSP00000383023.2
g4183.t1	ENSP00000312735.5
g4184.t1	ENSP00000441812.1
g4185.t1	ENSP00000334952.5
g4186.t1	ENSP00000497326.1
g4187.t1	ENSP00000221431.6
g4188.t1	ENSP00000403481.1
g4189.t1	ENSP00000265986.6
g4192.t1	ENSP00000264198.3
g4193.t1	ENSP00000390011.1
g4194.t1	ENSP00000356541.2
g4195.t1	ENSP00000464641.1
g4196.t1	ENSP00000387114.1
g4199.t1	ENSP00000328203.2
g4202.t1	ENSP00000340427.5
g4203.t1	ENSP00000363824.3
g4207.t1	ENSP00000229794.4
g4208.t1	ENSP00000349887.3
g4209.t1	ENSP00000248924.6
g4210.t1	ENSP00000501104.1
g4213.t1	ENSP00000490157.1
g4214.t1	ENSP00000247665.10
g4215.t1	ENSP00000215539.3
g4217.t1	ENSP00000457771.1
g4218.t1	ENSP00000434364.2
g4221.t1	ENSP00000316244.4
g4222.t1	ENSP00000367668.3
g4223.t1	ENSP00000357453.3
g4225.t1	ENSP00000479329.1
g4228.t1	ENSP00000364023.1
g4230.t1	ENSP00000363463.4
g4232.t1	ENSP00000363162.3
g4233.t1	ENSP00000356548.5
g4234.t1	ENSP00000419619.1
g4236.t1	ENSP00000419619.1
g4237.t1	ENSP00000508091.1
g4241.t1	ENSP00000320580.6
g4242.t1	ENSP00000438215.1
g4246.t1	ENSP00000300093.4
g4252.t1	ENSP00000408867.2
g4253.t1	ENSP00000362130.4
g4254.t1	ENSP00000442132.1
g4256.t1	ENSP00000376715.3
g4258.t1	ENSP00000376715.3
g4259.t1	ENSP00000296252.4
g4264.t1	ENSP00000482313.2
g4266.t1	ENSP00000374045.3
g4267.t1	ENSP00000365603.5
g4268.t1	ENSP00000435257.1
g4269.t1	ENSP00000386722.4
g4270.t1	ENSP00000168216.6
g4274.t1	ENSP00000422554.1
g4275.t1	ENSP00000373472.4
g4278.t1	ENSP00000346483.3
g4279.t1	ENSP00000330945.6
g4280.t1	ENSP00000360803.3
g4281.t1	ENSP00000276420.4
g4282.t1	ENSP00000282020.4
g4283.t1	ENSP00000501258.1
g4285.t1	ENSP00000273814.3
g4288.t1	ENSP00000402232.1
g4289.t1	ENSP00000341045.5
g4291.t1	ENSP00000432537.1
g4293.t1	ENSP00000505623.1
g4294.t1	ENSP00000360597.3
g4295.t1	ENSP00000299138.7
g4296.t1	ENSP00000244533.3
g4297.t1	ENSP00000326267.7
g4299.t1	ENSP00000516760.1
g4301.t1	ENSP00000399882.1
g4302.t1	ENSP00000370968.2
g4303.t1	ENSP00000504041.1
g4304.t1	ENSP00000385172.2
g4305.t1	ENSP00000320236.2
g4306.t1	ENSP00000393139.1
g4307.t1	ENSP00000407487.2
g4308.t1	ENSP00000334625.5
g4310.t1	ENSP00000381190.3
g4311.t1	ENSP00000287859.6
g4313.t1	ENSP00000410713.2
g4314.t1	ENSP00000364895.4
g4315.t1	ENSP00000368458.3
g4317.t1	ENSP00000389624.2
g4321.t1	ENSP00000389624.2
g4323.t1	ENSP00000368458.3
g4324.t1	ENSP00000364895.4
g4325.t1	ENSP00000410713.2
g4326.t1	ENSP00000287859.6
g4327.t1	ENSP00000381190.3
g4330.t1	ENSP00000229201.4
g4332.t1	ENSP00000509143.1
g4334.t1	ENSP00000290399.6
g4335.t1	ENSP00000422881.1
g4336.t1	ENSP00000380702.2
g4337.t1	ENSP00000286428.5
g4339.t1	ENSP00000507330.1
g4340.t1	ENSP00000484289.1
g4341.t1	ENSP00000472469.1
g4342.t1	ENSP00000354995.2
g4343.t1	ENSP00000381467.3
g4344.t1	ENSP00000426059.1
g4345.t1	ENSP00000303991.5
g4346.t1	ENSP00000489311.1
g4349.t1	ENSP00000498100.1
g4350.t1	ENSP00000376107.4
g4351.t1	ENSP00000261609.8
g4352.t1	ENSP00000349658.4
g4353.t1	ENSP00000264221.2
g4355.t1	ENSP00000484477.1
g4357.t1	ENSP00000500278.1
g4358.t1	ENSP00000387399.1
g4359.t1	ENSP00000409905.1
g4360.t1	ENSP00000239374.6
g4361.t1	ENSP00000229328.5
g4362.t1	ENSP00000358223.2
g4363.t1	ENSP00000375993.2
g4364.t1	ENSP00000247225.6
g4365.t1	ENSP00000470445.1
g4366.t1	ENSP00000252037.4
g4368.t1	ENSP00000369027.4
g4369.t1	ENSP00000339620.4
g4370.t1	ENSP00000300441.4
g4372.t1	ENSP00000354607.3
g4375.t1	ENSP00000228289.5
g4377.t1	ENSP00000195654.3
g4378.t1	ENSP00000434878.1
g438.t1	ENSP00000498511.1
g4380.t1	ENSP00000361761.3
g4382.t1	ENSP00000339826.5
g4385.t1	ENSP00000382797.1
g4386.t1	ENSP00000501058.1
g4389.t1	ENSP00000387279.1
g439.t1	ENSP00000384369.3
g4390.t1	ENSP00000240488.3
g4391.t1	ENSP00000304593.2
g4392.t1	ENSP00000363046.3
g4393.t1	ENSP00000470239.1
g4397.t1	ENSP00000295066.3
g440.t1	ENSP00000363348.4
g4401.t1	ENSP00000371294.3
g4403.t1	ENSP00000379204.3
g4404.t1	ENSP00000475615.2
g4409.t1	ENSP00000367446.3
g4410.t1	ENSP00000424161.1
g4411.t1	ENSP00000361982.4
g4413.t1	ENSP00000436530.1
g4414.t1	ENSP00000433171.1
g4415.t1	ENSP00000357073.1
g4416.t1	ENSP00000261693.6
g4417.t1	ENSP00000282226.4
g4419.t1	ENSP00000281416.7
g442.t1	ENSP00000440485.1
g4425.t1	ENSP00000282957.4
g4426.t1	ENSP00000239243.5
g4429.t1	ENSP00000459470.1
g443.t1	ENSP00000386181.2
g4430.t1	ENSP00000346935.3
g4432.t1	ENSP00000284110.1
g4433.t1	ENSP00000480577.1
g4434.t1	ENSP00000299335.3
g4435.t1	ENSP00000343995.2
g4436.t1	ENSP00000374665.3
g4437.t1	ENSP00000380999.1
g4438.t1	ENSP00000383303.1
g444.t1	ENSP00000362819.1
g4440.t1	ENSP00000340297.3
g4441.t1	ENSP00000385824.1
g4444.t1	ENSP00000210060.6
g4445.t1	ENSP00000377793.3
g4446.t1	ENSP00000356520.3
g4448.t1	ENSP00000348290.5
g445.t1	ENSP00000386181.2
g4450.t1	ENSP00000401916.2
g4451.t1	ENSP00000356370.3
g4453.t1	ENSP00000427765.1
g4457.t1	ENSP00000260126.3
g4458.t1	ENSP00000260126.3
g4459.t1	ENSP00000387846.2
g446.t1	ENSP00000469686.1
g4460.t1	ENSP00000402971.2
g4465.t1	ENSP00000404865.1
g4468.t1	ENSP00000335203.5
g447.t1	ENSP00000379176.2
g4470.t1	ENSP00000375057.2
g4471.t1	ENSP00000344749.1
g4472.t1	ENSP00000463555.1
g4478.t1	ENSP00000435932.1
g4479.t1	ENSP00000515984.1
g448.t1	ENSP00000465230.1
g4480.t1	ENSP00000437073.1
g4481.t1	ENSP00000261965.3
g4482.t1	ENSP00000369992.1
g4486.t1	ENSP00000259234.6
g4487.t1	ENSP00000371073.2
g4488.t1	ENSP00000451812.2
g449.t1	ENSP00000408006.2
g4490.t1	ENSP00000423541.2
g4491.t1	ENSP00000289877.8
g4492.t1	ENSP00000296589.4
g4493.t1	ENSP00000243344.7
g4494.t1	ENSP00000314380.5
g4495.t1	ENSP00000365823.3
g4496.t1	ENSP00000387141.1
g4497.t1	ENSP00000393222.2
g4498.t1	ENSP00000508046.1
g4499.t1	ENSP00000371133.3
g4500.t1	ENSP00000499589.1
g4502.t1	ENSP00000397552.2
g4503.t1	ENSP00000453200.1
g4504.t1	ENSP00000365687.3
g4507.t1	ENSP00000366272.3
g4513.t1	ENSP00000217246.4
g4515.t1	ENSP00000450761.3
g4516.t1	ENSP00000513781.1
g4518.t1	ENSP00000280362.3
g4519.t1	ENSP00000260641.5
g4520.t1	ENSP00000494968.1
g4521.t1	ENSP00000254508.5
g4522.t1	ENSP00000434306.1
g4523.t1	ENSP00000424833.1
g4524.t1	ENSP00000506232.1
g4525.t1	ENSP00000364270.5
g4526.t1	ENSP00000281513.5
g4527.t1	ENSP00000373553.5
g4530.t1	ENSP00000496913.1
g4531.t1	ENSP00000485021.1
g4532.t1	ENSP00000457593.1
g4534.t1	ENSP00000392990.2
g4535.t1	ENSP00000506850.1
g4536.t1	ENSP00000411152.1
g4538.t1	ENSP00000347546.3
g4539.t1	ENSP00000260408.3
g4540.t1	ENSP00000342459.3
g4541.t1	ENSP00000314992.4
g4542.t1	ENSP00000503384.1
g4543.t1	ENSP00000331465.7
g4544.t1	ENSP00000384200.4
g4545.t1	ENSP00000363092.5
g4546.t1	ENSP00000349351.6
g4547.t1	ENSP00000422110.1
g4549.t1	ENSP00000388638.1
g4550.t1	ENSP00000417764.1
g4551.t1	ENSP00000283122.3
g4552.t1	ENSP00000475915.1
g4554.t1	ENSP00000274056.7
g4555.t1	ENSP00000399371.1
g4556.t1	ENSP00000406422.1
g4557.t1	ENSP00000310120.4
g4558.t1	ENSP00000362012.4
g4559.t1	ENSP00000230053.6
g4561.t1	ENSP00000325690.4
g4562.t1	ENSP00000482708.1
g4564.t1	ENSP00000494388.2
g4565.t1	ENSP00000505098.1
g4570.t1	ENSP00000510154.1
g4572.t1	ENSP00000267176.4
g4573.t1	ENSP00000414441.2
g4575.t1	ENSP00000450004.1
g4577.t1	ENSP00000379985.1
g4578.t1	ENSP00000366314.4
g4579.t1	ENSP00000356450.3
g4581.t1	ENSP00000516710.1
g4586.t1	ENSP00000411532.1
g4587.t1	ENSP00000382580.1
g4591.t1	ENSP00000390276.4
g4592.t1	ENSP00000480903.1
g4593.t1	ENSP00000427888.1
g4595.t1	ENSP00000308546.2
g4596.t1	ENSP00000419187.1
g4597.t1	ENSP00000410070.2
g4598.t1	ENSP00000380376.1
g4599.t1	ENSP00000308541.5
g4600.t1	ENSP00000254090.4
g4601.t1	ENSP00000487435.1
g4602.t1	ENSP00000274276.3
g4603.t1	ENSP00000297056.6
g4604.t1	ENSP00000309591.3
g4606.t1	ENSP00000432603.1
g4608.t1	ENSP00000362420.3
g4609.t1	ENSP00000267522.3
g461.t1	ENSP00000494686.1
g4610.t1	ENSP00000477780.1
g4611.t1	ENSP00000409418.1
g4612.t1	ENSP00000272716.5
g4614.t1	ENSP00000309096.4
g4617.t1	ENSP00000304229.5
g4618.t1	ENSP00000397087.3
g4620.t1	ENSP00000287387.2
g4621.t1	ENSP00000173527.5
g4622.t1	ENSP00000453717.1
g4625.t1	ENSP00000264414.4
g4626.t1	ENSP00000344259.5
g4627.t1	ENSP00000355629.4
g4628.t1	ENSP00000356211.3
g4629.t1	ENSP00000386074.1
g4630.t1	ENSP00000379249.3
g4631.t1	ENSP00000234310.3
g4632.t1	ENSP00000418750.1
g4633.t1	ENSP00000355637.3
g4634.t1	ENSP00000354558.4
g4635.t1	ENSP00000364212.3
g4637.t1	ENSP00000421799.3
g4644.t1	ENSP00000516595.1
g4645.t1	ENSP00000263092.5
g4646.t1	ENSP00000498679.1
g4648.t1	ENSP00000498587.1
g4649.t1	ENSP00000323377.5
g4650.t1	ENSP00000360577.4
g4654.t1	ENSP00000264424.8
g4655.t1	ENSP00000248566.2
g4657.t1	ENSP00000494269.1
g4658.t1	ENSP00000494269.1
g4660.t1	ENSP00000224721.9
g4661.t1	ENSP00000414284.2
g4663.t1	ENSP00000263657.2
g4664.t1	ENSP00000371559.4
g4667.t1	ENSP00000361995.3
g4668.t1	ENSP00000490564.1
g4669.t1	ENSP00000400111.3
g4670.t1	ENSP00000302630.4
g4671.t1	ENSP00000415156.2
g4672.t1	ENSP00000445635.1
g4673.t1	ENSP00000390500.2
g4675.t1	ENSP00000369897.4
g4676.t1	ENSP00000225719.4
g4677.t1	ENSP00000247026.5
g4678.t1	ENSP00000516057.1
g4679.t1	ENSP00000409537.2
g468.t1	ENSP00000370984.4
g4680.t1	ENSP00000266095.5
g4681.t1	ENSP00000263655.3
g4682.t1	ENSP00000456207.1
g4683.t1	ENSP00000311833.4
g4684.t1	ENSP00000468411.1
g4685.t1	ENSP00000262238.4
g4686.t1	ENSP00000369629.2
g4687.t1	ENSP00000408734.2
g4690.t1	ENSP00000263791.5
g4691.t1	ENSP00000280701.3
g4692.t1	ENSP00000478220.1
g4693.t1	ENSP00000301391.4
g4695.t1	ENSP00000509206.1
g4696.t1	ENSP00000414312.2
g4703.t1	ENSP00000438341.1
g4704.t1	ENSP00000386626.1
g4705.t1	ENSP00000413665.1
g4707.t1	ENSP00000411471.2
g4709.t1	ENSP00000333049.3
g4712.t1	ENSP00000276390.2
g4713.t1	ENSP00000372924.3
g4715.t1	ENSP00000355011.4
g4716.t1	ENSP00000370839.6
g4717.t1	ENSP00000319730.6
g4719.t1	ENSP00000477507.1
g4723.t1	ENSP00000359898.1
g4724.t1	ENSP00000505226.1
g4725.t1	ENSP00000357907.3
g4726.t1	ENSP00000427567.1
g4727.t1	ENSP00000379284.3
g4729.t1	ENSP00000072869.4
g4730.t1	ENSP00000440638.1
g4731.t1	ENSP00000377401.3
g4734.t1	ENSP00000216075.6
g4735.t1	ENSP00000437738.1
g4736.t1	ENSP00000369992.1
g4737.t1	ENSP00000283269.9
g4738.t1	ENSP00000373220.4
g4739.t1	ENSP00000350124.5
g4740.t1	ENSP00000463534.1
g4742.t1	ENSP00000418282.1
g4744.t1	ENSP00000333401.3
g4745.t1	ENSP00000388320.2
g475.t1	ENSP00000419147.1
g4750.t1	ENSP00000312399.5
g4751.t1	ENSP00000333915.6
g4752.t1	ENSP00000390783.2
g4753.t1	ENSP00000381640.2
g4756.t1	ENSP00000385834.3
g4757.t1	ENSP00000301776.5
g4758.t1	ENSP00000384290.3
g476.t1	ENSP00000486104.1
g4760.t1	ENSP00000471220.1
g4765.t1	ENSP00000245407.3
g4766.t1	ENSP00000319851.5
g4767.t1	ENSP00000269202.6
g4768.t1	ENSP00000367498.1
g4769.t1	ENSP00000454453.1
g477.t1	ENSP00000269195.4
g4772.t1	ENSP00000290974.3
g4773.t1	ENSP00000319851.5
g4774.t1	ENSP00000225298.7
g4775.t1	ENSP00000441325.1
g4777.t1	ENSP00000365811.3
g4779.t1	ENSP00000326804.3
g478.t1	ENSP00000400926.1
g4781.t1	ENSP00000405088.2
g4784.t1	ENSP00000378019.3
g4785.t1	ENSP00000342838.4
g4786.t1	ENSP00000226067.5
g4789.t1	ENSP00000458053.1
g479.t1	ENSP00000381064.3
g4790.t1	ENSP00000305699.3
g4791.t1	ENSP00000515248.1
g4792.t1	ENSP00000344333.3
g4793.t1	ENSP00000375730.4
g4795.t1	ENSP00000291574.4
g4799.t1	ENSP00000282032.3
g480.t1	ENSP00000395775.1
g4800.t1	ENSP00000311135.2
g4801.t1	ENSP00000278422.4
g4802.t1	ENSP00000264595.2
g4803.t1	ENSP00000396301.2
g4804.t1	ENSP00000258494.9
g4806.t1	ENSP00000301019.4
g4807.t1	ENSP00000469836.2
g4808.t1	ENSP00000297273.4
g4809.t1	ENSP00000428813.2
g481.t1	ENSP00000358695.3
g4810.t1	ENSP00000397367.1
g4812.t1	ENSP00000404923.2
g4818.t1	ENSP00000352516.3
g4819.t1	ENSP00000425558.2
g4820.t1	ENSP00000311747.5
g4821.t1	ENSP00000501613.1
g4822.t1	ENSP00000325958.9
g4823.t1	ENSP00000323047.6
g4824.t1	ENSP00000359001.4
g4825.t1	ENSP00000241704.7
g4826.t1	ENSP00000508358.1
g4827.t1	ENSP00000385347.2
g4828.t1	ENSP00000199940.6
g4829.t1	ENSP00000279873.7
g4831.t1	ENSP00000264710.4
g4832.t1	ENSP00000314380.5
g4833.t1	ENSP00000327179.7
g4834.t1	ENSP00000412388.1
g4835.t1	ENSP00000335055.5
g4837.t1	ENSP00000264029.5
g4838.t1	ENSP00000326759.3
g4839.t1	ENSP00000242719.3
g484.t1	ENSP00000364035.4
g4841.t1	ENSP00000371535.2
g4842.t1	ENSP00000339109.3
g4843.t1	ENSP00000375914.2
g4844.t1	ENSP00000425184.1
g4845.t1	ENSP00000297151.4
g4848.t1	ENSP00000274368.4
g4849.t1	ENSP00000260570.3
g485.t1	ENSP00000325506.4
g4850.t1	ENSP00000262215.3
g4851.t1	ENSP00000362017.1
g4852.t1	ENSP00000382713.3
g4853.t1	ENSP00000320378.7
g4854.t1	ENSP00000509030.1
g4855.t1	ENSP00000368436.4
g4856.t1	ENSP00000347942.3
g4858.t1	ENSP00000332706.3
g486.t1	ENSP00000367454.4
g4865.t1	ENSP00000364895.4
g4867.t1	ENSP00000391612.2
g4868.t1	ENSP00000371307.2
g4869.t1	ENSP00000219069.5
g487.t1	ENSP00000360855.4
g4870.t1	ENSP00000260810.5
g4871.t1	ENSP00000374212.2
g4872.t1	ENSP00000483329.1
g4873.t1	ENSP00000378090.4
g4875.t1	ENSP00000507194.1
g4876.t1	ENSP00000352676.4
g4878.t1	ENSP00000435904.1
g4880.t1	ENSP00000408248.1
g4881.t1	ENSP00000216862.3
g4886.t1	ENSP00000378161.3
g4887.t1	ENSP00000510185.1
g4888.t1	ENSP00000385559.1
g4890.t1	ENSP00000298767.4
g4891.t1	ENSP00000380233.1
g4892.t1	ENSP00000382340.4
g4894.t1	ENSP00000390673.1
g4895.t1	ENSP00000261396.3
g4898.t1	ENSP00000480364.1
g4899.t1	ENSP00000261489.2
g490.t1	ENSP00000380511.2
g4900.t1	ENSP00000427819.1
g4901.t1	ENSP00000449329.1
g4902.t1	ENSP00000361625.4
g4903.t1	ENSP00000351126.3
g4904.t1	ENSP00000275461.3
g4906.t1	ENSP00000506631.1
g4908.t1	ENSP00000261733.2
g4909.t1	ENSP00000293883.4
g491.t1	ENSP00000395449.2
g4910.t1	ENSP00000507958.1
g4912.t1	ENSP00000360305.3
g4914.t1	ENSP00000360305.3
g4915.t1	ENSP00000498733.1
g4916.t1	ENSP00000222982.4
g4917.t1	ENSP00000498939.1
g4918.t1	ENSP00000222982.4
g492.t1	ENSP00000309794.2
g4921.t1	ENSP00000419990.1
g4922.t1	ENSP00000378788.2
g4923.t1	ENSP00000378235.2
g4924.t1	ENSP00000356202.5
g4925.t1	ENSP00000288197.5
g4926.t1	ENSP00000288197.5
g4928.t1	ENSP00000256646.2
g4929.t1	ENSP00000509541.1
g493.t1	ENSP00000461922.1
g4930.t1	ENSP00000261735.3
g4931.t1	ENSP00000384925.1
g4932.t1	ENSP00000335084.5
g4933.t1	ENSP00000352483.3
g4934.t1	ENSP00000302811.5
g4935.t1	ENSP00000257068.2
g4936.t1	ENSP00000367239.1
g4937.t1	ENSP00000471000.1
g494.t1	ENSP00000460464.2
g4940.t1	ENSP00000382603.2
g4941.t1	ENSP00000341885.4
g4942.t1	ENSP00000382544.2
g4944.t1	ENSP00000358739.3
g4945.t1	ENSP00000310071.5
g4946.t1	ENSP00000371221.5
g4947.t1	ENSP00000421434.2
g4948.t1	ENSP00000256649.4
g4949.t1	ENSP00000247178.5
g495.t1	ENSP00000262103.3
g4950.t1	ENSP00000283628.5
g4952.t1	ENSP00000263707.5
g4955.t1	ENSP00000387593.2
g4956.t1	ENSP00000411803.2
g4957.t1	ENSP00000433945.1
g4958.t1	ENSP00000377080.2
g4959.t1	ENSP00000363836.4
g4960.t1	ENSP00000477669.1
g4962.t1	ENSP00000484607.1
g4965.t1	ENSP00000484388.2
g4966.t1	ENSP00000421600.1
g4967.t1	ENSP00000334375.4
g4968.t1	ENSP00000419038.1
g4969.t1	ENSP00000363702.2
g4971.t1	ENSP00000367117.2
g4973.t1	ENSP00000324587.5
g4980.t1	ENSP00000300917.4
g4981.t1	ENSP00000463626.1
g4982.t1	ENSP00000441036.1
g4983.t1	ENSP00000404290.2
g4984.t1	ENSP00000453107.1
g4985.t1	ENSP00000509710.1
g4987.t1	ENSP00000382301.3
g4988.t1	ENSP00000476814.1
g4989.t1	ENSP00000402433.2
g4990.t1	ENSP00000288532.6
g4991.t1	ENSP00000511878.1
g4992.t1	ENSP00000508875.1
g4993.t1	ENSP00000264690.6
g4994.t1	ENSP00000392493.1
g4996.t1	ENSP00000252804.4
g4997.t1	ENSP00000230048.3
g4998.t1	ENSP00000301012.3
g5.t1	ENSP00000380272.2
g50.t1	ENSP00000513319.1
g500.t1	ENSP00000363593.2
g5003.t1	ENSP00000506909.1
g5004.t1	ENSP00000252603.1
g5005.t1	ENSP00000365063.3
g5006.t1	ENSP00000356145.3
g5007.t1	ENSP00000263681.2
g5008.t1	ENSP00000419413.1
g5009.t1	ENSP00000385305.1
g5011.t1	ENSP00000479377.1
g5012.t1	ENSP00000361178.1
g5013.t1	ENSP00000323315.5
g5014.t1	ENSP00000262646.7
g5016.t1	ENSP00000412499.2
g5017.t1	ENSP00000320566.5
g5019.t1	ENSP00000358909.4
g5020.t1	ENSP00000381803.3
g5021.t1	ENSP00000373657.4
g5022.t1	ENSP00000302701.4
g5023.t1	ENSP00000386531.1
g5026.t1	ENSP00000285021.8
g5027.t1	ENSP00000338783.3
g503.t1	ENSP00000232424.3
g5031.t1	ENSP00000305976.3
g5032.t1	ENSP00000224140.5
g5035.t1	ENSP00000320309.3
g5036.t1	ENSP00000361699.1
g5037.t1	ENSP00000422676.1
g5039.t1	ENSP00000398107.2
g5040.t1	ENSP00000264047.2
g5042.t1	ENSP00000376582.4
g5043.t1	ENSP00000488964.1
g5044.t1	ENSP00000320116.5
g5045.t1	ENSP00000442250.1
g5046.t1	ENSP00000297195.4
g5047.t1	ENSP00000464768.1
g5048.t1	ENSP00000299866.8
g5049.t1	ENSP00000445829.2
g5050.t1	ENSP00000340594.5
g5051.t1	ENSP00000347123.4
g5052.t1	ENSP00000447297.1
g5053.t1	ENSP00000398787.2
g5054.t1	ENSP00000320886.3
g5056.t1	ENSP00000497750.1
g5058.t1	ENSP00000480141.1
g506.t1	ENSP00000346155.6
g5060.t1	ENSP00000311825.6
g5062.t1	ENSP00000302830.4
g5063.t1	ENSP00000360773.1
g5065.t1	ENSP00000426887.1
g5066.t1	ENSP00000394955.1
g5067.t1	ENSP00000418287.1
g5068.t1	ENSP00000376868.2
g5069.t1	ENSP00000359531.5
g5070.t1	ENSP00000253693.2
g5071.t1	ENSP00000263708.2
g5072.t1	ENSP00000274242.5
g5073.t1	ENSP00000469836.2
g5075.t1	ENSP00000303145.4
g5077.t1	ENSP00000498600.1
g5078.t1	ENSP00000386913.2
g5079.t1	ENSP00000418803.1
g508.t1	ENSP00000422983.1
g5081.t1	ENSP00000378886.2
g5082.t1	ENSP00000314733.5
g5083.t1	ENSP00000368024.5
g5084.t1	ENSP00000315644.10
g5085.t1	ENSP00000363133.1
g5087.t1	ENSP00000507169.1
g5088.t1	ENSP00000355718.3
g5091.t1	ENSP00000360120.1
g5092.t1	ENSP00000420678.2
g5094.t1	ENSP00000061240.2
g5096.t1	ENSP00000510725.1
g5097.t1	ENSP00000377651.1
g5098.t1	ENSP00000318770.3
g5099.t1	ENSP00000402527.2
g5101.t1	ENSP00000386452.1
g5105.t1	ENSP00000496233.1
g5106.t1	ENSP00000261813.4
g5107.t1	ENSP00000262679.8
g5108.t1	ENSP00000514050.1
g5109.t1	ENSP00000299767.4
g5114.t1	ENSP00000383866.4
g5115.t1	ENSP00000315568.4
g5116.t1	ENSP00000377024.1
g5117.t1	ENSP00000443113.2
g5118.t1	ENSP00000244520.5
g5119.t1	ENSP00000497117.1
g5120.t1	ENSP00000356667.2
g5121.t1	ENSP00000303222.3
g5122.t1	ENSP00000476462.1
g5123.t1	ENSP00000332790.4
g5124.t1	ENSP00000314193.4
g5127.t1	ENSP00000368318.5
g5128.t1	ENSP00000346160.4
g5129.t1	ENSP00000312042.4
g5130.t1	ENSP00000368224.3
g5133.t1	ENSP00000488789.1
g5134.t1	ENSP00000264690.6
g5140.t1	ENSP00000390665.2
g5141.t1	ENSP00000488393.1
g5142.t1	ENSP00000364919.3
g5143.t1	ENSP00000269221.2
g5144.t1	ENSP00000448367.1
g5145.t1	ENSP00000377754.1
g5146.t1	ENSP00000338475.5
g5148.t1	ENSP00000253686.2
g5149.t1	ENSP00000502367.1
g5150.t1	ENSP00000506824.1
g5152.t1	ENSP00000406252.2
g5156.t1	ENSP00000390722.2
g5157.t1	ENSP00000216127.4
g5158.t1	ENSP00000379235.3
g5159.t1	ENSP00000365619.1
g516.t1	ENSP00000356899.2
g5163.t1	ENSP00000288197.5
g5166.t1	ENSP00000515086.1
g5167.t1	ENSP00000380202.4
g5168.t1	ENSP00000429855.1
g5169.t1	ENSP00000460799.1
g5170.t1	ENSP00000295628.3
g5171.t1	ENSP00000516053.1
g5172.t1	ENSP00000490668.1
g5173.t1	ENSP00000416918.3
g5174.t1	ENSP00000356070.4
g5175.t1	ENSP00000455580.1
g5176.t1	ENSP00000356051.1
g5177.t1	ENSP00000400352.1
g5179.t1	ENSP00000481331.2
g5183.t1	ENSP00000494609.1
g5184.t1	ENSP00000434847.1
g5185.t1	ENSP00000319851.5
g5190.t1	ENSP00000385393.1
g5191.t1	ENSP00000380288.2
g5193.t1	ENSP00000326674.6
g5194.t1	ENSP00000283033.5
g5195.t1	ENSP00000261402.2
g5198.t1	ENSP00000260356.5
g520.t1	ENSP00000369402.5
g5200.t1	ENSP00000382051.2
g5201.t1	ENSP00000302620.3
g5202.t1	ENSP00000408972.1
g5205.t1	ENSP00000258737.7
g5206.t1	ENSP00000326806.5
g5208.t1	ENSP00000463510.1
g5209.t1	ENSP00000431166.1
g5210.t1	ENSP00000303570.2
g5212.t1	ENSP00000307607.3
g5213.t1	ENSP00000245934.7
g5214.t1	ENSP00000260599.6
g5215.t1	ENSP00000270538.2
g5217.t1	ENSP00000305790.5
g5218.t1	ENSP00000362722.3
g5219.t1	ENSP00000499218.1
g522.t1	ENSP00000380877.2
g5220.t1	ENSP00000254286.4
g5221.t1	ENSP00000473312.1
g5222.t1	ENSP00000331901.4
g5223.t1	ENSP00000279242.2
g5225.t1	ENSP00000262554.2
g5226.t1	ENSP00000361891.3
g5229.t1	ENSP00000414388.2
g5230.t1	ENSP00000216840.6
g5231.t1	ENSP00000504703.1
g5233.t1	ENSP00000323973.3
g5234.t1	ENSP00000516039.1
g5238.t1	ENSP00000356224.5
g5239.t1	ENSP00000437668.2
g524.t1	ENSP00000481126.1
g5241.t1	ENSP00000296088.7
g5243.t1	ENSP00000363856.1
g5244.t1	ENSP00000348019.5
g5245.t1	ENSP00000221485.2
g5247.t1	ENSP00000507123.1
g5248.t1	ENSP00000436773.2
g5249.t1	ENSP00000283441.8
g525.t1	ENSP00000362527.5
g5250.t1	ENSP00000346280.7
g5251.t1	ENSP00000261643.3
g5252.t1	ENSP00000235345.5
g5253.t1	ENSP00000222982.4
g5254.t1	ENSP00000222982.4
g5255.t1	ENSP00000222982.4
g526.t1	ENSP00000301732.5
g5260.t1	ENSP00000299824.1
g5262.t1	ENSP00000397459.2
