Gene name	NCBI gene (formerly Entrezgene) ID
PMP22	5376
RNU7-77P	124901190
ATP6V1G1P4	
ANKRD22	118932
PTCD2P2	
STAMBPL1	57559
MIR877	100126314
THOP1	7064
ARHGEF25	115557
KRTCAP3	200634
ACTA2-AS1	
RNU6-177P	
TMEM79	84283
CICP14	
ACTA2	59
IMP3P2	
RNA5SP242	
RNA5SP243	
RN7SL81P	
CCDC136	64753
CCT3	7203
RHOG	391
STIM1-AS1	
MIR4687	100616453
PPIAP40	
HNRNPA1P76	
RNU6-986P	
FNDC4	64838
RPS29P20	
STMN4	81551
RRM1	6240
MIR4679-2	100616192
MIR4679-1	100616128
SFTA1P	207107
LINC02166	
SPATA2L	124044
B4GALNT1	2583
VPS9D1	9605
LINC00710	
IFT172	26160
ZNF554	115196
BLCAP	10904
ZNF555	148254
VPS9D1-AS1	100128881
FLNC-AS1	110806300
ATP6V1F	9296
CHMP1A	5119
ATP6V1FNB	100130705
CELF2-AS2	
RN7SL306P	
ODCP	
TPI1P2	286016
NNAT	4826
ZNF556	80032
CYCSP20	
TSPAN33	340348
CELF2-AS1	414196
PPIAP3	
NUDT13	25961
LINC01746	
GLRXP1	
LINC00489	100861522
	100287792
NINL	22981
KEAP1	9817
RNY1P11	
SMO	6608
RPL13AP23	
AGAP2-AS1	100130776
TSPAN31	6302
RRM1-AS1	
OR55B1P	
NDUFB4P9	
RPL14P3	
LINC02749	100506082
USP11	8237
CLGN	1047
RDXP1	
TEAD1	7003
CTF1	1489
PANK2-AS1	
SIGLEC1	6614
ATG4D	84971
PMP2	5375
USP10	9100
GLI3	2737
CDK4	1019
FABP9	646480
FABP4	2167
MGAT4D	152586
LINC00958	100506305
FTH1P11	
NIPA2P4	
FAM3A	60343
RPS26P34	
SLC10A5P1	
IMPA1	3612
SNORA11F	109617000
ECD	11319
RASSF10-DT	
RHBG	57127
ELMOD2	255520
ATP2C2	9914
RNU7-140P	
MIR1238	100302226
VSTM2A	222008
KRI1	65095
UCP1	7350
MIR6759	102466729
MARCHF9	92979
METTL1	4234
RN7SL152P	
TNRC18P1	
TMEM156	80008
PALS2	51678
HIGD1AP14	
CASP6	839
EEF1AKMT3	25895
MIR9-1	407046
MEX3A	92312
CYP4X1	260293
TSFM	10102
RN7SL616P	
RNU6-724P	
CYP4Z1	199974
GTF2H2C	728340
TUBAP9	
PLA2G12A	81579
CYP4A22-AS1	
MTND1P34	
LINC00853	100874253
PDZK1IP1	10158
FAM149B1	317662
LINC01389	
FOXE3	2301
FOXD2-AS1	84793
VHLL	391104
LRRC52	440699
GAR1-DT	
GAR1	54433
IGSF3	3321
SHANK2-AS1	100874198
DGKB	1607
SHANK2-AS2	
SHANK2-AS3	220070
CDKN2D	1032
MIR3664	100500844
ACTE1P	399923
AP1M2	10053
RPS28P7	
C16orf46	123775
FAM181B	220382
PENK-AS1	101929415
LINC02734	105369413
RBMXP3	
RRH	10692
UBR5-DT	
PRCP	5547
ZNF200	7752
RNU6-1083P	
LINC03018	286178
RNU6-713P	
LINC00534	
RPS4XP15	
GDI1	2664
C12orf50	160419
DNAJC9	23234
GLUL	2752
LRIT3	345193
KRT19P3	
EIF4A2P2	
SLC10A5	347051
DNAJC9-AS1	414245
C4orf17	84103
MRPS16	51021
ZFAND1	79752
RNU6-833P	
ST7	7982
ST7	93655
C12orf29	91298
ANXA7	310
SLC44A2	57153
MTTP	4547
NMNAT1P4	
SMAD1	4086
LUC7L	55692
RNA5SP364	
PORCN	64840
LRRC43	254050
SMAD1-AS2	101927659
SMAD1-AS1	
NCOA4P3	
C4orf51	646603
CELF2	10659
MMAA	166785
NOXA1	10811
	727838
IL31	386653
SH2D1A	4068
NTMT2	149281
B3GNT4	79369
TNPO3P1	
SSU72P1	
ELAVL4	1996
HTR2C	3358
LINC02525	
FAM135A	57579
VPS33A	65082
EPHA5	2044
RPL36AP53	
SNORA35	677816
MIR764	100313838
MIR1912	100302144
MIR1264	100302251
MIR1298	100302153
MIR1911	100302222
HSPA8P7	
MIR448	554212
RPS26P57	
TAFAZZIN	6901
RPS17P7	
QTRT1	81890
SLC27A6	28965
CLASP1-AS1	
RNU4ATAC	100151683
RPL12P15	
GLIS3-AS1	84850
GLIS3-AS2	
NPM1P32	
RNU6-694P	
UBAP2	55833
NIFK	84365
CDH24	64403
FHDC1	85462
TSN	7247
RPL21P1	
CLIP1-AS1	
SLC9A7P1	121456
DCTD	1635
PPIAP8	
SNORA53	677832
IKBIP	121457
ISOC1	51015
MBIP	51562
MIR638	693223
MIR4748	100616425
MIR199A1	406976
MIR6793	102466737
TMED1	11018
ZNF75A	7627
MIR4633	100616175
TMPO	7112
MARCHF11-DT	
NACAP6	
EIF2S2P6	
LINC02150	101929505
DDIAS	220042
ZNF622	90441
PRSS3	5646
LINC01823	101927801
CHMP4C	92421
C19orf38	255809
COA6	388753
PDCD6-AHRR	
XPO6	23214
ENC1	8507
HNRNPA1P36	
GPAT4-AS1	
KRT18P37	
HIKESHIP2	117751740
GINS4	84296
CORT	1325
ACVR2A	92
AHCTF1	25909
ZNF331	55422
SMIM3	85027
SLC25A25	114789
MAN2A1	4124
ATXN3	4287
RPL7AP54	
TTC29	83894
RAB30	27314
GPAT4	137964
RPL34	6164
CEP57L1	285753
STC2	8614
RNU6-1275P	
BMP2K	55589
ORC4	5000
OR2V2	285659
ANXA2R	389289
APBB3	10307
RN7SL656P	
GOLGA7	51125
DNAJB5	25822
RN7SL199P	
FAM215B	
SNORD3A	
SNORD3C	
SCOC	60592
SNORA70E	100379250
KYNUP3	
LINC02951	
COX5BP4	
C1DP5	
WBP1LP10	
OR4F2P	
EPN2-AS1	100874018
CICP23	
MIR1180	100302256
MAPK7	5598
RNU6-447P	124904108
RNU6-447P	124904706
RNU6-447P	124906683
SCGB1C1	147199
ZNF205	7755
MIR6743	102465445
SIRT3	23410
EIF4E	1977
FRRS1	391059
MAN1B1	11253
LDHD	197257
NLRP6	171389
LRRC7	57554
MBD5	55777
HNRNPA1P50	
	101928002
RNU6-667P	
MTHFS	10588
MYRFL	196446
PGGHG	80162
FLYWCH1	84256
MFAP4	4239
ST20-MTHFS	100528021
SPARCL1	8404
ST20-AS1	
RN7SL190P	
ZFAND6	54469
TENM1	10178
OR1J1	347168
OR1J2	26740
OR1J4	26219
OR1N1	138883
OR1N2	138882
LINC02821	
OR1H1P	
OR1Q1	158131
KCNMB4	27345
OR1L1	26737
CFAP70	118491
TLK1P1	
GLIS3	169792
BRD7	29117
RNU4-65P	
A2M	2
IFITM5	387733
B4GALNT4	338707
F13B	2165
	124900532
USP12P2	
RPS29P8	
RNF112	7732
LEPR	3953
RGPD5	84220
PKP3	11187
ATE1	11101
FLNC	2318
SLC35B3	51000
ARHGAP39	80728
LINC02094	
RPS2P46	
RPL17P43	
LRP2BP	55805
ZNF169	169841
ALOXE3	59344
SIGIRR	59307
TLR8	51311
CLEC18C	283971
CLEC18C	497190
CLEC18C	124907799
CLEC18C	124907806
RNU1-65P	
HMGN2P8	
TMSB4X	7114
GHITM	27069
GSK3A	2931
VDAC1P11	
PTMAP12	
YRDCP1	
DMTN	2039
RNU6-669P	
CERNA2	642934
FBP2	8789
GPR15LG	387695
RPL32P13	
RPL7AP30	
FAM9C	171484
ROS1	6098
CDHR1	92211
ANK2-AS1	105377373
FBP1	2203
MIR1243	100302188
PDE6G	5148
MIR8082	102465878
RN7SL184P	
RNU1-138P	
C4orf46	201725
ETFDH	2110
OXLD1	339229
JPX	554203
CCDC137	339230
SNORD66	692107
TAS2R1	50834
MEGF9	1955
FAM131A	131408
DOK3	79930
MIR6786	102465471
MRPL12	6182
ANO9	338440
AHCYP2	
AVPR1A	552
FBXW2	26190
GPAA1P1	
SLC25A10	1468
ZBTB45P1	
LINC01123	440894
TOMM6	100188893
GLE1	2733
MIR4267	100422994
MALL	7851
MSRB3	253827
PSMD4	5710
LRIT2	340745
MIR4436B1	100616123
ACTR1AP1	
ZNF574	64763
RPS23	6228
MALLP1	
MIR4323	100422980
RN7SL838P	
MIR4436B2	100847033
RGR	5995
P2RY2	5029
DEDD2	162989
LINC01106	
ZBTB45P2	
FSCN2	25794
MEMO1P4	
RNU7-69P	
CHCHD2P1	
GPAA1P2	
XIAP	331
OR8R1P	
ARHGEF17-AS1	
CLCN2	1181
P2RY6	5031
DCP2	167227
NPHP1	4867
LINC00632	286411
RECQL5	9400
RN7SL836P	
GIPR	2696
TAGLN2	8407
CDR1	
BCL2A1	597
CASK	8573
LRIT1	26103
RPL13	6137
LINC00858	170425
SPG21	51324
PEA15	8682
ZNF608	57507
ABCB8	11194
RPL12P29	
TNPO1P1	
CACYBPP1	
VIM	7431
IFITM1	8519
ASIC1	41
H6PD	9563
SF3A3P2	
SCN3B	55800
FOXD2	2306
DDOST	1650
U3	124900922
PPID	5481
NKD1	85407
GAPDHP40	
PRG4	10216
TTC1	7265
RNU6-128P	
CHCHD2P7	
IBSP	3381
HSP90AB3P	
RNU1-36P	
PKD2	5311
MIR642A	693227
MIR642B	100500845
QPCTL	54814
MIR3181	100422972
	105371251
ZNF202	7753
LINC02168	105371252
FBXO46	23403
RNA5SP426	
HMGB3P32	
SEMA6B	10501
ADGRG1	9289
MT1P1	
UBAP1	51271
TMEM72	643236
ABCG2	9429
FABP6-AS1	
MTFMT	123263
ADAMTS19	171019
LRRC20	55222
C12orf75	387882
SMIM6	100130933
RNU1-21P	
DLEC1	9940
OR6M3P	
SAP30BP	29115
DLG2-AS2	
LDHAL6DP	
HNRNPA1P72	
SLC51B	123264
ADIPOR1P1	
EBLN1	340900
HNRNPCP6	
RASL12	51285
PSME2P6	
PLK2	10769
ZNF121	7675
RNU6-1292P	
RPL31P45	
COMMD3	23412
TMEM126B	55863
SMIM41	113523638
KLRC3	3823
RNU6-818P	
RNU6ATAC31P	
KANK2	25959
RNU6-1298P	
RPL35AP2	
MIR4274	100422826
AFAP1-AS1	84740
RNA5SP282	
RNU2-50P	
SERPINH1P1	
NUDT2	318
AFAP1	60312
PDCD7	10081
ZNF268	10795
MYORG	57462
RABGEF1	27342
KIF24	347240
ST3GAL3	6487
CLPX	10845
ZNF483	158399
	124900656
SERBP1P5	
MICOS10P4	
ANXA3	306
IDO2	169355
ZNF865	100507290
PRSS57	400668
TMEM126A	84233
LINC02866	
TCIM	56892
PTGR1	22949
RNA5SP261	
NRG1-IT1	100856811
RNA5SP262	
RNA5SP263	
NRG1-IT3	100874286
SPACA6	147650
RNU6-663P	
MTND1P6	
MTND2P32	
RANP9	
CCDC89	220388
TRIM4	89122
IFITM3	10410
CILP	8483
MIR548AE2	100616339
LINC02108	101928600
LINC00492	100861468
EXTL3	2137
COMMD3-BMI1	100532731
LINC00491	
LINC01940	401039
RNU6-126P	
NIBAN3	199786
MIR4440	100616397
MIR4441	100616493
MIR4269	100423043
MIR2467	100616360
	124908011
RNU6-686P	
KCTD14	65987
SNORA24B	109617003
RNU5A-1	26831
EIF3KP1	
MIR4508	100616275
LCLAT1	253558
GIN1	54826
PPP2R2DP1	
CPA5	93979
RNU6-741P	
ACAA1	30
PAQR5-DT	102723548
NDUFC2-KCTD14	100532726
PAQR5	54852
THRSP	7069
BMI1	648
NDUFC2	4718
OR2V1	26693
RNU7-175P	
KIF23-AS1	145694
SUMO2P5	
DYRK2	8445
CERT1	10087
RRP8	23378
RPLP1	6176
WASHC4	23325
FRAS1	80144
ILK	3611
DNAJC25	548645
DNAJC25-GNG10	552891
H3-3B	3021
U3	124903594
LINC02896	
GNG10	2790
KIF23	9493
RNU6-519P	
UBE2V2	7336
RNU6-1013P	
UGCG	7357
KLF14	136259
ADRB1	153
KCTD7	154881
RNU6-709P	
UBE2V1P5	
CCDC186	55088
MIR4668	100616114
SHOC1	158401
MIR4738	100616282
UNK	85451
	101927657
RNU6-869P	
	105375750
LRATD2	157638
BHLHA15	168620
RNU11-4P	
PRNCR1	101867536
CASC8	727677
CRISP3	10321
MIR2110	100302224
CCAT2	101805488
VWA2	340706
POU5F1B	5462
WBP2	23558
AGO2	27161
AURKAP2	
LINC02634	
RNU6-794P	
RNU6-1167P	
CCNY-AS1	
SYT15	83849
ZNF17	7565
MTHFD1L	25902
DSPP	1834
GPRACR	401554
MBD3L2B	729458
NCS1	23413
FFAR2	2867
RNU6-733P	
CYP2U1	113612
HSH2D	84941
SYT15-AS1	102724593
KANSL2	54934
RN7SL665P	
ASS1	445
SLC39A8	64116
LINC02637	
CCZ1B	221960
RHEBP1	
RN7SL248P	
GPRIN2	9721
TFG	10342
PLEKHA1	59338
ERICD	
MIR151A	442893
RNA5SP278	
FAM66D	
WDSUB1	151525
DCHS1-AS1	
MRPL17	63875
FAM90A2P	
EXOC3L2	90332
SH3PXD2A	9644
FAM86B1	85002
GVINP2	
DCHS1	8642
PRMT1	3276
MRPS18A	55168
SLCO1B3	28234
TRIM47	91107
WDFY4	57705
FBXO9	26268
AOPEP	84909
RN7SL728P	
TRIM65	201292
ALG8	79053
MANBA	4126
MMD2	221938
EHBP1	23301
MRPL38	64978
ACAD10	80724
RAPGEF5	9771
LINC02757	
LRRC32	2615
TPD52L3	89882
MRPL43	84545
ZNF189	7743
FGF20	26281
TEN1-CDK3	100529145
MICU3	286097
TSKU	25987
TEN1	100134934
TSKU-AS1	101928837
ACER3	55331
EVPL	2125
RNA5SP227	
EEF1A1P6	
STEAP1B-AS1	100506178
CTHRC1	115908
IL6-AS1	541472
MTCYBP42	
SNORD93	692210
LINC02649	399715
RPL12P10	
ACHE	43
LINC02642	
LINC00836	101929052
LINC02933	
RNU6-1011P	
DCAF13	25879
TFAP2A	7020
LINC01374	105378425
TSPAN14-AS1	
VRK2	7444
ZNF658	26149
	105378453
PAFAH1B3	5050
ATE1OSP	100130887
SRP68	6730
LINC00845	100507058
MAPK6-DT	112543478
TMEM72-AS1	220980
ENTREP1	9413
KCNC2	3747
CERNA1	
CUX1	1523
MYO5C	55930
NPHS1	4868
LRRC37A15P	
KRT8P46	
UBE2D3	7323
PDCD4-AS1	
CELF2-DT	
B3GNT6	192134
PTMAP15	
ADARB2-AS1	642394
CAPN5	726
LINC02944	101927760
PTK2	5747
OR2K2	26248
TUSC1	286319
ZNG1F	644019
LARP4B	23185
SGSM2-AS1	
MNT	4335
ZFC3H1	196441
METTL16	79066
ANKDD1B	728780
RNU6-1227P	
WDR48	57599
CLIC5	53405
DNAH5	1767
EPC1-AS1	
RNU6-1244P	
RN7SL33P	
C1DP1	
EIF4A1P9	
SAMD11P1	
CASP7	840
RN7SL608P	
ZNF146	7705
MIR6776	102465465
MIR1253	100302208
hsa-mir-1253	
PAFAH1B1	5048
PRKD2	25865
MIR1266	100302202
EEF1B2P1	
NEDD1	121441
ARPP19	10776
LRRC2-AS1	83598
TDGF1	6997
ADGRG3	222487
OMP	4975
ALS2CL	259173
C2CD3	26005
RIPK1	8737
GFOD1-AS1	
RPS4XP7	
RN7SKP204	
NOL7	51406
MIR4483	100616162
	124900297
DCLRE1A	9937
RPSAP55	
EEF1A1P22	
SELENOS	55829
DRC7	84229
RANBP9	10048
ERCC8	1161
STON1	11037
PLEKHS1	79949
MIR3692	100500899
SNX9	51429
ERMN	57471
SNX9-AS1	
HSPE1P26	
RNU6-786P	
SYNJ2	8871
SNRPA1-DT	
PCSK6-AS1	105371027
KBTBD13	390594
CHSY1	22856
CERS6	253782
TDRD1	56165
SNRPCP18	
LINC02348	101927505
TM2D3	80213
OR7A5	26659
RNU6-1158P	
MRPL34	64981
MIR3614	100500827
COIL	8161
CGB2	114336
KATNB1	10300
SCPEP1	59342
C9orf153	389766
NTN5	126147
LRTOMT	220074
UBE2F	140739
TNS2	23371
LZTS2	84445
KLF9	687
RNU2-25P	
RN7SL592P	
PUM3	9933
TMIE	259236
MIR1260B	100422991
CCDC82	79780
AKR1E2	83592
PRSS50	29122
PRSS46P	100287362
RNU6-807P	
TARS3	123283
PRSS43P	
PRSS44P	
GPS2P1	
PRSS42P	339906
ATP5PDP2	
	100132249
PTGER4P2-CDK2AP2P2	442421
CDK2AP2P1	
MYO5BP1	
RPL7AP45	
LINC01451	401561
MYL3	4634
IL33	90865
GUSBP17	
SYNJ2-IT1	100874300
MEP1A	4224
MIR6772	102465463
	388282
CARTPT	9607
RNF126P1	376412
RNU6-20P	
CYLD	1540
AKAP1	8165
ECPAS	23392
RNA5SP190	
FABP5P6	
TUBAP15	
PTH1R	5745
HSD17B4	3295
MAPK13	5603
JRKL	8690
PCSK6	5046
JRKL-AS1	
RNA5SP346	
LINC02737	105369443
AKR1C6P	
AKR1C1	1645
TMEM45B	120224
PRDM10	56980
MBNL3	55796
STEAP1B	256227
STEAP1B	401312
BRPF3-AS1	
BRPF3	27154
DCAF13P1	
RNU6-392P	
LARP1BP2	
MSI2	124540
NAMPT	10135
ANKRD16	54522
FBH1	84893
RNU7-151P	
USP38	84640
MIR490	574443
KRT8P51	
CHRM2	1129
NDOR1	27158
NBEAL2	23218
RNU6-1272P	
ZC3HAV1L	92092
BNIP5	389384
CUEDC1	404093
ZC3HAV1	56829
ETV7	51513
MIR3139	100423017
CAPN12	147968
WAS	7454
SETD7	80854
VEZF1	7716
	6426
RNU6-1153P	
TTC26	79989
SRSF1	6426
FTH1P24	
AKTIP	64400
MGST2	4258
TUBB4BP3	
RPL12P43	
SAGE4P	
SAGE3P	
SAGE2P	
DMRT2	10655
CT45A1	541466
DYNC1I2	1781
DYNLL2-DT	101927666
DYNLL2	140735
RN7SKP237	
H3P16	
SORCS2	57537
MSX2P1	
EPX	8288
MGAT2P1	
CT45A5	441521
NRADDP	
MRPL57P3	
ACVR2B-AS1	100128640
ETV7-AS1	
	105371841
ADGB-DT	101928661
ANKRD40CL	55018
ACVR2B	93
RNU6-906P	
KATNBL1P6	
ACE2	59272
MIGA2	84895
ADGB	79747
NINJ2-AS1	100049716
NME2	4831
AIMP1	9255
LINC02455	
RNU4ATAC16P	
EML2	24139
PRDM10-DT	
RAD52	5893
ELOBP2	
RPL34P21	
ST14	6768
TBC1D25	4943
SPIRE2	84501
DDTP1	
RPL18AP7	
LRRFIP1P1	
ZNF639	51193
TFE3	7030
IL15RA	3601
SPATA6L	55064
SNX11	29916
	105370829
PIGBOS1	101928527
HDAC6	10013
CMTR1	23070
CLP1	10978
PIGB	9488
DENND2B-AS1	
RNA5SP330	
TCF25	22980
AKIP1	56672
C8orf88	100127983
PIP4P2	55529
MFN1	55669
CCDC167	154467
RNA5SP161	
RNU6-197P	
MRPL22P1	
AASDH	132949
MIR628	693213
MZT1P2	
MIR4462	100616413
UBN2	254048
RSL24D1	51187
MDGA1	266727
RAPGEFL1	51195
OTUD6B-AS1	
RNU7-185P	
OTUD6B	51633
RN7SL5P	
PTPRD-DT	101929428
IARS1	3376
RNU6-206P	
RNU7-154P	
FEZF1	389549
SIRT5	23408
LRRC69	100130742
AASS	10157
CPP	
MIR4661	100616245
SLC26A7	115111
PNPLA1	285848
C11orf16	56673
LPCAT3	10162
CHP1	11261
NDEL1	81565
TMEM9B	56674
WIZ	58525
MC1R	4157
MIR3135B	100616218
RETREG1	54463
GAS8	2622
GNB4	59345
OIP5	11339
NRIP3-DT	
AANAT	15
SCUBE2	57758
NUSAP1	51203
	124902573
IDI1	3422
ZNF652	22834
TNPO1	3842
	103344931
LINC02935	
RPS15AP30	
RNU7-165P	
LYZL2	119180
RPS15P9	
GAS8-AS1	750
RPL7AP31	
LINC02644	105376480
PLK5	126520
PPAT	5471
DDX10P1	
ZNF518A	9849
CICP25	
DBNDD1	79007
CGAS	115004
BLNK	29760
HFE	3077
HEATR3-AS1	
ACTG1P16	
RNY4P3	
RPL10P14	
CXCL2	2920
MIR138-2	406930
SLC12A3	6559
PWWP3A	84939
EPGN	255324
MTHFD2P7	
MIR5691	100847015
KRT8P41	
ACTL6A	86
DENND5A	23258
CALCOCO2	10241
NDUFAF1	51103
RNU6-1169P	
ITPKA	3706
HADH	3033
MCM4	4173
REEP6	92840
LTK	4058
MIR4285	100422858
PMS2P12	
PRKRIP1	79706
BRD4	23476
RELN	5649
MIR6863	102466752
RPS24P17	
MRPL47	57129
HERPUD1	9709
MTA3	57504
RPAP1	26015
	124906348
CPN2	1370
LRRC15	131578
SDAD1-AS1	101928809
HNRNPA3P4	
RBMXP1	
CXCL9	4283
MYB-AS1	
MIR548A2	693126
RNU6-1101P	
RPL23AP93	
	124901407
LSG1	55341
SRA1	10011
CXCL10	3627
STX10	8677
AHI1	54806
CXCL11	6373
SLC31A1	1317
JMJD6	23210
JADE2	23338
CDC26	246184
RPL36P8	
ELOCP2	
PRPF4	9128
FAM47E	100129583
TYRO3	7301
FAM43A	131583
BHLHE40	8553
FAM47E-STBD1	100631383
RNF10P1	
UBTFL8	
PHOSPHO1	162466
PFKFB1	5207
STBD1	8987
SNX5P1	
RNU6-1000P	
ARL8B	55207
RPL36AP18	
	124900891
GUF1	60558
ZPBP2	124626
WDR55	54853
CETP	1071
IER2	9592
RPL12P42	
RNF183	138065
HMHB1	57824
EDEM1	9695
OR2Y1	134083
GPR151	134391
WDR31	114987
TMEM41B	440026
TCERG1	10915
CACNA1A	773
GNPDA2	132789
	105370791
GOSR1	9527
LINC02352	
RIPK2	8767
UBE2CP4	
ORC5	5001
MIR4790	100616334
RN7SL553P	
RPL21P116	
RNU6-415P	
RASGRF1	5923
OTUD1	220213
	124909383
WNT5A-AS1	
MIR367	442912
MIR302D	442896
MIR302A	407028
MIR302C	442895
KIAA1217	56243
MIR302B	442894
OSTCP4	
ERC2-IT1	711
MIR3938	100500875
BSPRY	54836
RN7SKP45	
GET1P1	
RNA5SP133	
ARSJ	79642
CCDC66	285331
HDHD3	81932
RPSAP59	
ALAD	210
BEX4	56271
SH3TC1	54436
PRR13P2	
IPO7	10527
WWC3	55841
COX6B1P6	
RNU6-925P	
OSGIN2	734
CPNE2-DT	
OPN1SW	611
CPNE2	221184
TFAMP1	
IDH1	3417
DECR1	1666
ELFN1-AS1	101927125
POLE3	54107
SNORA23	677808
CD5	921
MIR4655	100616160
MRM2	29960
C9orf43	257169
VPS37C	55048
KANTR	102723508
SNX8	29886
TCP11X1	100996631
FAM222A	84915
PGA3	643834
TCP11X2	100996648
FAM222A-AS1	84983
KLHL13	90293
MIR4497	100616454
SLC5A10	125206
IMP3P1	
RN7SL441P	
RN7SL722P	
FAM27C	105379444
RNU6-399P	
LINC01465	
MIRLET7IHG	120766144
PSME3IP1	80011
RN7SL418P	
MIRLET7I	406891
RPL32P26	
SCN11A	11280
TRPV4	59341
PCDHGA1	56114
PRKCH	5583
PCDHGA2	56113
MIR6836	102465503
IMMP1LP3	
KIF19BP	
	100129540
FAM242E	
CHST12	55501
FAM27E3	100131997
FAM27B	
RN7SL787P	
CTSH	1512
MAD1L1	8379
RNU6-368P	
FOCAD	54914
PCDHGA3	56112
DMP1	1758
PCDHGB1	56104
PCDHGA4	56111
NBN	4683
PGA5	5222
SPP1	6696
PCDHGB2	56103
PCDHGA5	56110
PCDHGB3	56102
TDGF1P3	6998
GATA1	2623
PCDHGA6	56109
PCDHGA7	56108
PCDHGB4	8641
RPL18AP15	
RNA5SP512	
PCDHGA8	9708
EIPR1	7260
ALG13-AS1	
TRPC5OS	100329135
PCDHGA9	56107
OGT	8473
PCDHGA10	56106
PCDHGB7	56099
SLC7A8	23428
TOM1L2	146691
PCDHGA11	56105
DDB1	1642
ARL2BP	23568
RN7SL556P	
OCM	654231
PCDHGB8P	56120
PCDHGA12	26025
RPS6KA6	27330
CCZ1	51622
PCDHGB9P	
RPL23AP91	
PHAF1	80262
PCDHGC3	5098
MAGEF1	64110
LINC02069	101928992
HACD4	401494
C3orf70	285382
MYO3B	140469
EHHADH-AS1	339926
EIF2S2P2	
MIR5588	100847054
WFS1	7466
IFNNP1	
IFNB1	3456
VPS8	23355
IFNWP4	
IFNW1	3467
IFNA21	3452
SMIM27	100129250
INMT-MINDY4	
SEC16A	9919
MIR548I4	100302191
SH3KBP1	30011
MINDY4	84182
RN7SL68P	
PCDHGC4	56098
PCDHGC5	56097
AQP1	358
DIAPH1-AS1	100505658
RPS27AP10	
HDAC3	8841
B3GNT9	84752
TRADD	8717
AFF1	4299
GHRHR	2692
FBXL8	55336
GPX2	2877
CALM1	801
LINC01231	
RFX3	5991
NUP35P1	
MIR603	693188
RPL23P11	
LINC02629	
PARD3	56288
MATCAP1	653319
MKRN3	7681
FGF7	2252
ADH7	131
TUBBP8	
EXOC3L1	283849
HMGN2P5	
RELL2	285613
NCAPGP2	
HEXD	284004
SERF2	10169
	124900560
PIK3R4	30849
EAPP	55837
PCDHGB5	56101
EXOC3-AS1	
AHRR	57491
YIPF7	285525
NUB1	51667
HNRNPC	3183
NPFFR2	10886
E2F4	1874
PAM	5066
KANK1	23189
HTT	3064
RN7SKP212	
GSTO3P	
ELMO3	79767
GLTP	51228
ZNF106	64397
RNU6-726P	
CLDN1	9076
TIGD1	200765
CFAP36	112942
RNU6-1209P	
MIR3150BHG	105375650
GCNT1P3	
CLDN16	10686
MIR3150B	100500907
MIR3150A	100422964
RNU6-665P	
CEBPD	1052
ZNF131	7690
PRKDC	5591
IFT20	90410
NDFIP1P1	
ZKSCAN7P1	
PLCZ1	89869
ATP2C1	27032
MIR328	442901
TAS2R39	259285
TMEM208	29100
TAS2R40	259286
GSTK1	373156
NME1	4830
C5orf63	401207
UBBP3	
KIF5C-AS1	
RPS20P13	
USP8P2	
TXNP5	
FHOD1	29109
CCDC150	284992
ARHGEF28	64283
PYGO1	26108
GNB5	10681
PSMC1P9	
CAPZA3	93661
PIK3C2G	5288
MYOCD	93649
SLC1A7	6512
SLC9A5	6553
TMEM139-AS1	
TMEM139	135932
KLHL5	51088
GRAP	10750
	124900529
CASP2	835
GTF3C3	9330
GABPB1	2553
METTL23	124512
EPYC	1833
KCTD19	146212
AKIRIN2	55122
LUM	4060
ADH5	128
	124901528
RN7SL183P	
RNU6-144P	
ZYXP1	
SPACA1	81833
DCN	1634
FAM135B	51059
ZNF692	55657
ACTBP8	
	124901358
SNORA73	
ORC3	23595
RN7SL535P	
RN7SL481P	
HINT1P1	
FAM131B	9715
MKS1	54903
RN7SKP118	
LRRC36	55282
C2orf66	401027
PGAP1	80055
OR4K17	390436
MIA2	4253
COL22A1	169044
HMCN2	256158
FAM131B-AS1	
RCHY1	25898
DMXL1	1657
TKFC	26007
FGGY	55277
LINGO1	84894
TPPP3	51673
PTGS1	5742
KIAA0319	9856
IMMP1LP2	
COX6A1	1337
TRIAP1	51499
RNU1-123P	
ZDHHC1	29800
C15orf48	84419
GATC	283459
HNRNPA3P15	
RPL4P7	
SARM1	23098
RPL31P52	
IL1R1	3554
DYNLL1	8655
CYB561A3	220002
HAPLN3	145864
HSD11B2	3291
AGRP	181
KRT18P47	
ACAN	176
COQ5	84274
SLC46A1	113235
MIR3179-2	100422886
MIR3670-2	100846994
MIR3180-2	100422956
C6orf62	81688
LINC02828	105374978
GMNN	51053
TUSC3	7991
RNU6-162P	
TCAF1P1	
H3P41	
TCAF2C	
RPS7P1	
UNC119	9094
AKAP9	10142
RPL29P24	
POP5	51367
ZNF300	91975
MIR6511A2	102466812
MIR6770-2	102465908
PKD1P2	
MIR6511A3	102465683
MCF2	4168
FAT2	2196
VPS4A	27183
RPL11P5	
RNU6-600P	
RPL32P27	
CCDC65	85478
CPSF7	79869
ALDOC	230
SNORD81	124900235
BTN1A1P1	
RNU6-502P	
HCG11	493812
HCG11	107986583
HMGN4	10473
C4orf54	285556
COG8	84342
RPL6P19	
UGT2B17	7367
CREB3L2-AS1	100130880
	105374988
H2AC15	8330
STAG3	10734
H2BC16P	
H2AC16	8332
H1-5	3009
DISC1	27185
H3C11	8354
H4C13	8368
H4C13	554313
H3C12	8356
H2AC17	8336
H2BC17	8348
RNU7-26P	
